playerID,yearID,teamID,lgID,round,POS,G,GS,InnOuts,PO,A,E,DP,TP,PB,SB,CS
overaor01,1907,CHN,NL,WS,P,2,2,54,0,7,0,0,0,,2,1
pfiesja01,1907,CHN,NL,WS,P,1,1,27,0,0,0,0,0,,1,3
reulbed01,1907,CHN,NL,WS,P,2,1,36,1,3,0,0,0,,0,0
schulfr01,1907,CHN,NL,WS,RF,5,5,144,4,2,1,0,0,,,
sheckji01,1907,CHN,NL,WS,LF,5,5,144,10,0,0,0,0,,,
slaglji01,1907,CHN,NL,WS,CF,5,5,144,13,0,1,0,0,,,
steinha01,1907,CHN,NL,WS,3B,5,5,144,9,6,1,1,0,,,
tinkejo01,1907,CHN,NL,WS,SS,5,5,135,16,23,3,5,0,,,
zimmehe01,1907,CHN,NL,WS,2B,1,0,9,0,2,0,0,0,,,
archeji01,1907,DET,AL,WS,C,1,1,27,4,1,0,0,0,0,3,1
cobbty01,1907,DET,AL,WS,RF,5,5,138,10,0,0,0,0,,,
coughbi01,1907,DET,AL,WS,3B,5,5,138,9,7,2,0,0,,,
crawfsa01,1907,DET,AL,WS,CF,5,5,138,6,2,0,1,0,,,
donovbi01,1907,DET,AL,WS,P,2,2,63,2,3,0,0,0,,8,3
jonesda01,1907,DET,AL,WS,LF,5,5,138,10,2,1,0,0,,,
killied01,1907,DET,AL,WS,P,1,0,12,0,0,0,0,0,,0,0
mullige01,1907,DET,AL,WS,P,2,2,51,1,5,0,0,0,,7,2
olearch01,1907,DET,AL,WS,SS,5,5,138,12,15,2,0,0,,,
paynefr01,1907,DET,AL,WS,C,1,1,24,6,1,1,0,0,0,4,1
rossmcl01,1907,DET,AL,WS,1B,5,5,138,47,4,1,1,0,,,
schaege01,1907,DET,AL,WS,2B,5,5,138,11,18,0,2,0,,,
schmibo01,1907,DET,AL,WS,C,3,3,87,20,6,2,0,0,0,8,3
sieveed01,1907,DET,AL,WS,P,1,1,12,0,0,0,0,0,,0,0
brownmo01,1908,CHN,NL,WS,P,2,1,33,0,6,0,1,0,,0,0
chancfr01,1908,CHN,NL,WS,1B,5,5,135,66,0,1,3,0,,,
eversjo01,1908,CHN,NL,WS,2B,5,5,135,5,20,1,1,0,,,
hofmaso01,1908,CHN,NL,WS,CF,5,5,135,10,1,0,1,0,,,
klingjo01,1908,CHN,NL,WS,C,5,5,135,32,6,0,1,0,1,5,2
overaor01,1908,CHN,NL,WS,P,3,2,55,0,2,0,0,0,,2,1
pfiesja01,1908,CHN,NL,WS,P,1,1,24,0,0,0,0,0,,0,0
reulbed01,1908,CHN,NL,WS,P,2,1,23,0,5,0,0,0,,3,1
schulfr01,1908,CHN,NL,WS,RF,5,5,135,3,1,0,0,0,,,
sheckji01,1908,CHN,NL,WS,LF,5,5,135,7,0,0,0,0,,,
steinha01,1908,CHN,NL,WS,3B,5,5,135,4,11,0,0,0,,,
tinkejo01,1908,CHN,NL,WS,SS,5,5,135,8,20,0,2,0,,,
cobbty01,1908,DET,AL,WS,RF,5,5,132,3,0,1,0,0,,,
coughbi01,1908,DET,AL,WS,3B,3,3,81,3,6,1,1,0,,,
crawfsa01,1908,DET,AL,WS,CF,5,5,132,16,0,0,0,0,,,
donovbi01,1908,DET,AL,WS,P,2,2,51,1,2,1,0,0,,3,2
downsre01,1908,DET,AL,WS,2B,2,2,51,2,8,1,1,0,,,
killied01,1908,DET,AL,WS,P,1,1,7,0,1,0,0,0,,1,0
mcintma01,1908,DET,AL,WS,LF,5,5,132,10,0,1,0,0,,,
mullige01,1908,DET,AL,WS,P,1,1,27,0,1,0,0,0,,3,3
olearch01,1908,DET,AL,WS,SS,5,5,132,7,12,1,3,0,,,
rossmcl01,1908,DET,AL,WS,1B,5,5,132,48,5,2,4,0,,,
schaege01,1908,DET,AL,WS,2B,3,3,81,10,8,0,3,0,,,
schaege01,1908,DET,AL,WS,3B,2,2,51,1,3,1,0,0,,,
schmibo01,1908,DET,AL,WS,C,4,4,105,22,7,0,1,0,1,12,5
summeed01,1908,DET,AL,WS,P,2,1,44,0,7,0,0,0,,7,2
thomair01,1908,DET,AL,WS,C,1,1,27,9,2,0,0,0,0,3,3
wintege01,1908,DET,AL,WS,P,1,0,3,0,0,0,0,0,,1,1
bushdo01,1909,DET,AL,WS,SS,7,7,183,9,18,5,3,0,,,
cobbty01,1909,DET,AL,WS,RF,7,7,183,8,0,1,0,0,,,
crawfsa01,1909,DET,AL,WS,1B,1,0,3,0,1,0,0,0,,,
crawfsa01,1909,DET,AL,WS,CF,7,7,180,17,0,2,0,0,,,
delahji01,1909,DET,AL,WS,2B,7,7,183,10,17,2,1,0,,,
donovbi01,1909,DET,AL,WS,P,2,2,36,0,5,1,0,0,,4,2
jonesda01,1909,DET,AL,WS,CF,1,0,3,0,0,0,0,0,,,
jonesda01,1909,DET,AL,WS,LF,7,7,180,14,0,1,0,0,,,
jonesto01,1909,DET,AL,WS,1B,7,7,180,73,1,1,1,0,,,
mcintma01,1909,DET,AL,WS,LF,1,0,3,0,0,0,0,0,,,
moriage02,1909,DET,AL,WS,3B,7,7,162,7,15,0,2,0,,,
mullige01,1909,DET,AL,WS,P,4,3,96,0,12,0,0,0,,7,1
olearch01,1909,DET,AL,WS,3B,1,0,21,1,1,0,0,0,,,
schmibo01,1909,DET,AL,WS,C,6,5,138,31,10,3,3,0,0,15,6
stanaos01,1909,DET,AL,WS,C,2,2,45,12,2,0,0,0,0,3,0
summeed01,1909,DET,AL,WS,P,2,2,22,0,2,0,0,0,,4,0
willeed01,1909,DET,AL,WS,P,2,0,23,1,3,1,0,0,,2,3
worksra01,1909,DET,AL,WS,P,1,0,6,0,1,0,0,0,,1,0
abstebi01,1909,PIT,NL,WS,1B,7,7,183,70,4,5,3,0,,,
adamsba01,1909,PIT,NL,WS,P,3,3,81,0,5,0,0,0,,3,1
byrnebo01,1909,PIT,NL,WS,3B,7,7,156,11,15,0,2,0,0,0,0
camniho01,1909,PIT,NL,WS,P,2,1,10,0,2,0,0,0,,1,1
clarkfr01,1909,PIT,NL,WS,LF,7,7,183,19,0,1,0,0,,,
gibsoge01,1909,PIT,NL,WS,C,7,7,183,28,10,0,0,0,0,6,6
hyattha01,1909,PIT,NL,WS,CF,1,0,27,0,0,0,0,0,,,
leachto01,1909,PIT,NL,WS,3B,1,0,27,4,2,0,0,0,,,
leachto01,1909,PIT,NL,WS,CF,7,7,156,16,1,0,0,0,0,0,0
leifile01,1909,PIT,NL,WS,P,1,1,12,0,5,0,0,0,,0,1
maddoni01,1909,PIT,NL,WS,P,1,1,27,0,1,0,0,0,,0,1
milledo02,1909,PIT,NL,WS,2B,7,7,183,17,14,1,1,0,,,
phillde01,1909,PIT,NL,WS,P,2,0,18,1,2,2,0,0,,0,1
wagneho01,1909,PIT,NL,WS,SS,7,7,183,13,25,3,1,0,,,
willivi01,1909,PIT,NL,WS,P,2,1,35,1,2,0,0,0,,2,1
wilsoch01,1909,PIT,NL,WS,RF,7,7,183,3,1,0,0,0,,,
archeji01,1910,CHN,NL,WS,1B,1,0,20,9,0,0,1,0,,,
archeji01,1910,CHN,NL,WS,C,2,2,57,18,4,0,1,0,0,4,1
brownmo01,1910,CHN,NL,WS,P,3,2,54,0,10,1,0,0,,6,1
chancfr01,1910,CHN,NL,WS,1B,5,5,112,52,3,0,2,0,,,
coleki01,1910,CHN,NL,WS,P,1,1,24,1,3,0,1,0,,0,1
hofmaso01,1910,CHN,NL,WS,CF,5,5,132,7,0,0,0,0,,,
klingjo01,1910,CHN,NL,WS,C,3,3,75,11,7,0,0,0,0,3,6
mcintha01,1910,CHN,NL,WS,P,2,0,16,0,1,1,0,0,,0,1
overaor01,1910,CHN,NL,WS,P,1,1,9,0,0,0,0,0,,1,2
pfiesja01,1910,CHN,NL,WS,P,1,0,20,0,1,0,0,0,,0,1
reulbed01,1910,CHN,NL,WS,P,1,1,6,0,1,0,0,0,,0,1
richile01,1910,CHN,NL,WS,P,1,0,3,0,0,0,0,0,,0,0
schulfr01,1910,CHN,NL,WS,RF,5,5,132,4,0,0,0,0,,,
sheckji01,1910,CHN,NL,WS,LF,5,5,132,7,2,1,0,0,,,
steinha01,1910,CHN,NL,WS,3B,5,5,132,2,12,4,0,0,,,
tinkejo01,1910,CHN,NL,WS,SS,5,5,132,10,14,1,2,0,,,
zimmehe01,1910,CHN,NL,WS,2B,5,5,132,11,18,1,1,0,,,
bakerfr01,1910,PHA,AL,WS,3B,5,5,137,8,11,2,2,0,,,
barryja01,1910,PHA,AL,WS,SS,5,5,137,9,12,0,1,0,,,
bendech01,1910,PHA,AL,WS,P,2,2,56,1,2,0,1,0,,1,5
collied01,1910,PHA,AL,WS,2B,5,5,137,17,18,0,4,0,,,
coombja01,1910,PHA,AL,WS,P,3,3,81,1,3,2,0,0,,2,3
davisha01,1910,PHA,AL,WS,1B,5,5,137,44,2,3,6,0,,,
hartsto01,1910,PHA,AL,WS,LF,1,1,27,2,0,0,0,0,,,
lappja01,1910,PHA,AL,WS,C,1,1,27,4,2,0,0,0,0,1,2
lordbr01,1910,PHA,AL,WS,CF,1,1,27,5,0,0,0,0,,,
lordbr01,1910,PHA,AL,WS,LF,4,4,110,6,0,0,0,0,,,
murphda02,1910,PHA,AL,WS,RF,5,5,137,6,2,0,2,0,,,
strunam01,1910,PHA,AL,WS,CF,4,4,110,7,0,1,0,0,,,
thomair01,1910,PHA,AL,WS,C,4,4,110,27,8,1,1,0,0,2,6
amesre01,1911,NY1,NL,WS,P,2,1,24,0,1,1,0,0,,1,0
cranddo01,1911,NY1,NL,WS,P,2,0,12,0,2,0,0,0,,0,1
devorjo01,1911,NY1,NL,WS,LF,6,6,162,15,0,1,0,0,,,
doylela01,1911,NY1,NL,WS,2B,6,6,162,13,14,1,2,0,,,
fletcar01,1911,NY1,NL,WS,SS,6,6,162,11,18,4,1,0,,,
herzobu01,1911,NY1,NL,WS,3B,6,6,162,7,14,3,0,0,,,
marquru01,1911,NY1,NL,WS,P,3,2,35,0,2,0,0,0,,1,2
mathech01,1911,NY1,NL,WS,P,3,3,81,2,9,1,0,0,,2,3
merklfr01,1911,NY1,NL,WS,1B,6,6,162,62,4,2,0,0,,,
meyerch01,1911,NY1,NL,WS,C,6,6,159,37,12,0,1,0,1,4,6
murrare01,1911,NY1,NL,WS,RF,6,6,162,4,1,3,0,0,,,
snodgfr01,1911,NY1,NL,WS,CF,6,6,162,10,0,0,0,0,,,
wilsoar01,1911,NY1,NL,WS,C,1,0,3,1,0,0,0,0,0,0,0
wiltsho01,1911,NY1,NL,WS,P,2,0,10,0,2,0,0,0,,0,0
bakerfr01,1911,PHA,AL,WS,3B,6,6,167,10,11,2,1,0,,,
barryja01,1911,PHA,AL,WS,SS,6,6,167,8,12,3,0,0,,,
bendech01,1911,PHA,AL,WS,P,3,3,78,1,6,0,0,0,,1,3
collied01,1911,PHA,AL,WS,2B,6,6,167,13,22,3,1,0,,,
coombja01,1911,PHA,AL,WS,P,2,2,60,1,2,0,0,0,,2,6
davisha01,1911,PHA,AL,WS,1B,6,6,166,54,3,0,1,0,,,
lappja01,1911,PHA,AL,WS,C,2,2,62,18,7,0,1,0,0,2,6
lordbr01,1911,PHA,AL,WS,LF,6,6,167,14,1,0,0,0,,,
mcinnst01,1911,PHA,AL,WS,1B,1,0,1,1,0,0,0,0,,,
murphda02,1911,PHA,AL,WS,RF,6,6,167,8,0,1,0,0,,,
oldriru01,1911,PHA,AL,WS,CF,6,6,167,8,0,1,0,0,,,
planked01,1911,PHA,AL,WS,P,2,1,29,0,2,0,0,0,,0,0
thomair01,1911,PHA,AL,WS,C,4,4,105,31,5,0,0,0,0,1,3
bediehu01,1912,BOS,AL,WS,P,4,2,54,0,1,0,0,0,,1,6
cadyhi01,1912,BOS,AL,WS,C,7,6,165,35,8,1,0,0,0,8,7
carribi02,1912,BOS,AL,WS,C,2,2,57,10,4,0,0,0,0,3,4
collira01,1912,BOS,AL,WS,P,2,1,43,0,3,0,0,0,,1,3
gardnla01,1912,BOS,AL,WS,3B,8,8,222,9,13,3,0,0,,,
hallch02,1912,BOS,AL,WS,P,2,0,32,0,5,1,0,0,,1,0
hoopeha01,1912,BOS,AL,WS,RF,8,8,222,16,2,0,1,0,,,
lewisdu01,1912,BOS,AL,WS,LF,8,8,222,14,0,1,0,0,,,
obriebu01,1912,BOS,AL,WS,P,2,2,27,1,6,0,0,0,,5,1
speaktr01,1912,BOS,AL,WS,CF,8,8,222,21,2,2,2,0,,,
stahlja01,1912,BOS,AL,WS,1B,8,8,222,76,3,0,4,0,,,
wagnehe01,1912,BOS,AL,WS,SS,8,8,222,25,24,3,1,0,,,
woodjo02,1912,BOS,AL,WS,P,4,3,66,1,6,0,1,0,,3,1
yerkest02,1912,BOS,AL,WS,2B,8,8,222,14,22,1,1,0,,,
amesre01,1912,NY1,NL,WS,P,1,0,6,0,1,0,0,0,,0,0
beckebe01,1912,NY1,NL,WS,CF,1,1,33,0,1,0,0,0,,,
cranddo01,1912,NY1,NL,WS,P,1,0,6,0,1,0,0,0,,0,0
devorjo01,1912,NY1,NL,WS,LF,4,4,105,3,0,0,0,0,,,
devorjo01,1912,NY1,NL,WS,RF,3,3,83,9,2,1,1,0,,,
doylela01,1912,NY1,NL,WS,2B,8,8,221,15,26,5,1,0,,,
fletcar01,1912,NY1,NL,WS,SS,8,8,204,16,24,4,3,0,,,
herzobu01,1912,NY1,NL,WS,3B,8,8,221,11,15,0,1,0,,,
marquru01,1912,NY1,NL,WS,P,2,2,54,0,4,1,0,0,,2,0
mathech01,1912,NY1,NL,WS,P,3,3,86,1,12,0,0,0,,2,1
merklfr01,1912,NY1,NL,WS,1B,8,8,221,83,1,2,2,0,,,
meyerch01,1912,NY1,NL,WS,C,8,8,206,42,5,1,1,0,0,5,3
murrare01,1912,NY1,NL,WS,LF,4,3,103,9,0,0,0,0,,,
murrare01,1912,NY1,NL,WS,RF,5,5,118,12,1,0,0,0,,,
shafeti01,1912,NY1,NL,WS,SS,3,0,17,1,4,0,0,0,,,
snodgfr01,1912,NY1,NL,WS,CF,7,7,188,17,1,1,0,0,,,
snodgfr01,1912,NY1,NL,WS,LF,1,1,13,0,0,0,0,0,,,
snodgfr01,1912,NY1,NL,WS,RF,1,0,20,0,0,0,0,0,,,
tesreje01,1912,NY1,NL,WS,P,3,3,69,0,10,0,0,0,,1,2
wilsoar01,1912,NY1,NL,WS,C,2,0,15,2,1,1,0,0,0,0,0
burnsge01,1913,NY1,NL,WS,LF,5,5,135,14,0,1,0,0,,,
cranddo01,1913,NY1,NL,WS,P,2,0,14,0,2,0,0,0,,0,0
demaral01,1913,NY1,NL,WS,P,1,1,12,0,2,0,0,0,,1,0
doylela01,1913,NY1,NL,WS,2B,5,5,135,13,19,3,1,0,,,
fletcar01,1913,NY1,NL,WS,SS,5,5,135,8,10,1,0,0,,,
herzobu01,1913,NY1,NL,WS,3B,5,4,129,6,7,0,0,0,,,
marquru01,1913,NY1,NL,WS,P,2,1,27,0,8,0,0,0,,1,0
mathech01,1913,NY1,NL,WS,P,2,2,57,0,5,0,0,0,,0,0
mcleala01,1913,NY1,NL,WS,C,4,4,81,14,2,0,0,0,1,4,0
merklfr01,1913,NY1,NL,WS,1B,4,4,99,37,1,2,0,0,,,
meyerch01,1913,NY1,NL,WS,C,1,1,27,4,2,0,0,0,0,1,1
murrare01,1913,NY1,NL,WS,RF,5,5,135,9,0,0,0,0,,,
shafeti01,1913,NY1,NL,WS,3B,1,1,6,1,0,0,0,0,,,
shafeti01,1913,NY1,NL,WS,CF,5,4,129,7,0,0,0,0,,,
snodgfr01,1913,NY1,NL,WS,1B,1,1,6,1,1,0,0,0,,,
snodgfr01,1913,NY1,NL,WS,CF,1,1,6,2,0,0,0,0,,,
tesreje01,1913,NY1,NL,WS,P,2,1,25,0,1,0,0,0,,3,1
wilsoar01,1913,NY1,NL,WS,C,3,0,27,4,1,0,0,0,0,0,0
wiltsho01,1913,NY1,NL,WS,1B,2,0,30,15,3,0,0,0,,,
bakerfr01,1913,PHA,AL,WS,3B,5,5,138,6,5,1,0,0,,,
barryja01,1913,PHA,AL,WS,SS,5,5,138,8,15,1,5,0,,,
bendech01,1913,PHA,AL,WS,P,2,2,54,0,5,0,0,0,,2,2
bushjo01,1913,PHA,AL,WS,P,1,1,27,0,1,0,1,0,,3,1
collied01,1913,PHA,AL,WS,2B,5,5,138,17,18,1,5,0,,,
lappja01,1913,PHA,AL,WS,C,1,1,30,7,1,0,0,0,0,0,1
mcinnst01,1913,PHA,AL,WS,1B,5,5,138,45,0,0,4,0,,,
murphed02,1913,PHA,AL,WS,RF,5,5,138,14,0,0,0,0,,,
oldriru01,1913,PHA,AL,WS,LF,5,5,138,10,0,0,0,0,,,
planked01,1913,PHA,AL,WS,P,2,2,57,1,3,1,0,0,,0,1
schanwa01,1913,PHA,AL,WS,C,4,4,108,16,4,1,1,0,0,5,3
strunam01,1913,PHA,AL,WS,CF,5,5,138,14,0,0,0,0,,,
cathete01,1914,BSN,NL,WS,LF,1,1,27,2,0,0,0,0,,,
connojo04,1914,BSN,NL,WS,LF,3,3,81,1,2,1,0,0,,,
dealch01,1914,BSN,NL,WS,3B,4,4,117,6,11,0,1,0,,,
eversjo01,1914,BSN,NL,WS,2B,4,4,117,8,16,1,2,0,,,
gowdyha01,1914,BSN,NL,WS,C,4,4,117,31,4,0,1,0,0,2,1
jamesbi02,1914,BSN,NL,WS,P,2,1,33,0,5,0,0,0,,1,0
mannle01,1914,BSN,NL,WS,LF,1,0,9,1,0,0,0,0,,,
mannle01,1914,BSN,NL,WS,RF,1,1,27,0,0,0,0,0,,,
maranra01,1914,BSN,NL,WS,SS,4,4,117,7,13,1,2,0,,,
moranhe01,1914,BSN,NL,WS,RF,3,3,90,2,0,1,0,0,,,
rudoldi01,1914,BSN,NL,WS,P,2,2,54,0,3,0,0,0,,0,1
schmibu01,1914,BSN,NL,WS,1B,4,4,117,52,3,0,3,0,,,
tylerle01,1914,BSN,NL,WS,P,1,1,30,1,5,0,0,0,,1,0
whittpo01,1914,BSN,NL,WS,CF,4,4,117,6,0,0,0,0,,,
bakerfr01,1914,PHA,AL,WS,3B,4,4,111,10,15,0,2,0,,,
barryja01,1914,PHA,AL,WS,SS,4,4,111,5,20,1,2,0,,,
bendech01,1914,PHA,AL,WS,P,1,1,16,1,3,0,2,0,,0,0
bushjo01,1914,PHA,AL,WS,P,1,1,33,0,5,1,0,0,,3,1
collied01,1914,PHA,AL,WS,2B,4,4,111,9,12,0,1,0,,,
lappja01,1914,PHA,AL,WS,C,1,0,9,2,1,0,1,0,0,3,0
mcinnst01,1914,PHA,AL,WS,1B,4,4,111,50,1,0,4,0,,,
murphed02,1914,PHA,AL,WS,RF,4,4,111,4,0,0,0,0,,,
oldriru01,1914,PHA,AL,WS,LF,4,4,111,6,0,0,0,0,,,
pennohe01,1914,PHA,AL,WS,P,1,0,9,0,0,0,0,0,,1,1
planked01,1914,PHA,AL,WS,P,1,1,27,0,1,0,0,0,,2,1
schanwa01,1914,PHA,AL,WS,C,4,4,102,17,4,1,0,0,2,6,3
shawkbo01,1914,PHA,AL,WS,P,1,1,15,0,3,0,0,0,,0,0
strunam01,1914,PHA,AL,WS,CF,2,2,54,4,0,0,0,0,,,
walshji02,1914,PHA,AL,WS,CF,2,2,57,2,0,0,0,0,,,
wyckowe01,1914,PHA,AL,WS,P,1,0,11,1,0,0,0,0,,3,0
barryja01,1915,BOS,AL,WS,2B,5,5,132,10,8,1,0,0,,,
cadyhi01,1915,BOS,AL,WS,C,4,2,72,14,4,0,0,0,0,2,4
carribi02,1915,BOS,AL,WS,C,1,1,27,8,0,0,0,0,0,0,0
fosteru01,1915,BOS,AL,WS,P,2,2,54,4,3,0,1,0,,0,3
gainede01,1915,BOS,AL,WS,1B,1,0,21,9,0,0,0,0,,,
gardnla01,1915,BOS,AL,WS,3B,5,5,132,5,14,0,0,0,,,
hoblidi01,1915,BOS,AL,WS,1B,5,5,111,35,5,1,1,0,,,
hoopeha01,1915,BOS,AL,WS,RF,5,5,132,8,0,1,0,0,,,
janvrha01,1915,BOS,AL,WS,SS,1,0,9,1,0,0,0,0,,,
leonadu01,1915,BOS,AL,WS,P,1,1,27,0,2,0,0,0,,0,0
lewisdu01,1915,BOS,AL,WS,LF,5,5,132,10,1,0,0,0,,,
scottev01,1915,BOS,AL,WS,SS,5,5,123,8,12,0,0,0,,,
shoreer01,1915,BOS,AL,WS,P,2,2,51,0,5,1,0,0,,2,3
speaktr01,1915,BOS,AL,WS,CF,5,5,132,10,0,0,0,0,,,
thomapi01,1915,BOS,AL,WS,C,2,2,33,10,3,0,1,0,0,0,2
alexape01,1915,PHI,NL,WS,P,2,2,53,2,5,0,0,0,,1,1
bancrda01,1915,PHI,NL,WS,SS,5,5,131,13,10,1,2,0,,,
beckebe01,1915,PHI,NL,WS,LF,1,0,3,0,0,0,0,0,,,
beckebe01,1915,PHI,NL,WS,RF,1,0,3,0,0,0,0,0,,,
burnsed01,1915,PHI,NL,WS,C,5,5,131,28,8,1,2,0,0,1,6
